"CDSR.id","ma.id","study.name","sens","sens.lb","sens.ub","spec","spec.lb","spec.ub","TP","FP","FN","TN"
"CD007394",1,"He 2011a",0.470588235294118,0.229832817526425,0.721881557913388,0.942307692307692,0.840526516620929,0.987941008347731,8,3,9,49
"CD007394",1,"Herbrecht 2002",0.316326530612245,0.226059183782461,0.418039793870887,0.929899856938484,0.908379800329904,0.947693105760392,31,49,67,650
"CD007394",1,"Jha 2013",1,0.158113956451416,1,0.346938775510204,0.253598329972248,0.449803877849968,2,64,0,34
"CD007394",1,"Kallel 2003",0.8,0.283581924438477,0.994948959350586,0.898550724637681,0.802081135735995,0.958229341368744,4,7,1,62
"CD007394",1,"Kawazu 2004",1,0.715085506439209,1,0.833333333333333,0.760488112767537,0.891316413879395,11,23,0,115
"CD007394",1,"Ku 2012",0.230769230769231,0.050380853506235,0.538131493788499,0.76078431372549,0.728928371504241,0.790614640478994,3,183,10,582
"CD007394",1,"Lai 2007",0.785714285714286,0.492024183273316,0.953420502798898,0.92,0.869415950775147,0.955573425292969,11,14,3,161
"CD007394",1,"Machetti 1998",0.75,0.194120764732361,0.993690967559814,0.833333333333333,0.585822661717733,0.964214642842611,3,3,1,15
"CD007394",1,"Maertens 2002",0.846153846153846,0.545528741983267,0.980793586144081,0.919540229885057,0.841225371963676,0.967038516340585,11,7,2,80
"CD007394",1,"Marr 2004",0.541666666666667,0.328207870324453,0.74446960290273,0.744186046511628,0.588284159815589,0.864813649377158,13,11,11,32
"CD007394",1,"Moragues 2003",0.5,0.0675864219665527,0.932413578033447,0.98,0.893530263900757,0.999493713378906,2,1,2,49
"CD007394",1,"Nihtinen 2010",0.5,0.0125794410705566,0.987420558929443,1,0.963783740997314,1,1,0,1,100
"CD007394",1,"Park 2010",0.5,0.282210826873779,0.717789173126221,0.894736842105263,0.784836392653616,0.960378144916735,11,6,11,51
"CD007394",1,"Pinel 2003",0.5,0.324268817901611,0.675731182098389,0.978007761966365,0.965021301210312,0.98713774884657,17,17,17,756
"CD007394",1,"Rovira 2004",0.666666666666667,0.222778002421061,0.956728299458822,0.970588235294118,0.897758666206809,0.996418223661535,4,2,2,66
"CD007394",1,"Scotter 2005",0.6,0.146632862091064,0.947255325317383,0.95,0.751266884803772,0.998734664916992,3,1,2,19
"CD007394",1,"Shi_Y 2009",0.666666666666667,0.481732368469238,0.82039483388265,0.868852459016393,0.757841712138692,0.941639634429431,22,8,11,53
"CD007394",1,"Suankratay 2006",0.941176470588235,0.713110979865579,0.998512268066406,0.606060606060606,0.421393712361654,0.770933989322547,16,13,1,20
"CD007394",1,"Suarez 2008",1,0.781980991363525,1,0.954128440366973,0.896192883132795,0.98494034513421,15,5,0,104
"CD007394",1,"Sun_Q 2009",0.666666666666667,0.348875363667806,0.900753974914551,0.605633802816901,0.482514226940316,0.719652471408038,8,28,4,43
"CD007394",1,"Sun_Y 2010",0.84,0.639171237945557,0.954620666503906,0.781818181818182,0.649898069555109,0.881864096901633,21,12,4,43
"CD007394",1,"Tabarsi 2012",0.777777777777778,0.399906423356798,0.971854739718967,1,0.6305832862854,1,7,0,2,8
"CD007394",1,"Tanriover 2008",0.6,0.146632862091064,0.947255325317383,0.207547169811321,0.108423017105966,0.341071272796055,3,42,2,11
"CD007394",1,"Ulusakarya 2000",1,0.794092655181885,1,0.907563025210084,0.840623310634068,0.952947568492729,16,11,0,108
"CD007394",1,"Weisser 2005",0.8,0.563386154174805,0.942666244506836,0.709219858156028,0.626847760897156,0.78257350380539,16,41,4,100
"CD007394",1,"White 2005",0,0,0.707598209381104,0.980392156862745,0.930960505616431,0.997616337794883,0,2,3,100
"CD007394",1,"White 2013a",0.857142857142857,0.421277046203613,0.996389933994838,0.827586206896552,0.705700709902007,0.914095977257038,6,10,1,48
"CD007394",1,"Williamson 2000",0.857142857142857,0.421277046203613,0.996389933994838,0.917525773195876,0.843947464657813,0.963719633436695,6,8,1,89
"CD007394",1,"Xie_L 2006",0.441176470588235,0.271850613986745,0.621142177020802,0.74468085106383,0.596505073790855,0.860551063050615,15,12,19,35
"CD007394",1,"Xu_J 2010",1,0.0250000953674316,1,0.440677966101695,0.311550819267661,0.57596354565378,1,33,0,26
"CD007394",1,"Xu_M 2009",0.82051282051282,0.664650550255409,0.92464960538424,0.828358208955224,0.753668781536729,0.887971949221483,32,23,7,111
"CD007394",1,"Yoo 2005",0.857142857142857,0.57187066759382,0.982205254690988,0.780701754385965,0.693523009618123,0.852772344622696,12,25,2,89
"CD007394",1,"Zhang_X 2009",0.714285714285714,0.418964454105922,0.916110719953265,0.918918918918919,0.831828632870236,0.969662331246041,10,6,4,68
"CD007424",4,"Barber 1999",0.75,0.476229071617126,0.927338123321533,1,0.0250000953674316,1,12,0,4,1
"CD007424",4,"Bozzao 1999",0.166666666666667,0.0208622614542643,0.484138091405233,1,0.158113956451416,1,2,0,10,2
"CD007424",4,"Chalela 2007",0.121951219512195,0.0408065609815644,0.262044906616211,1,0.927481174468994,1,5,0,36,49
"CD007424",4,"Gonzalez 1999",0.454545454545455,0.167488184842196,0.766206307844682,1,0.590384006500244,1,5,0,6,7
"CD007424",4,"Saur 2003",0.733333333333333,0.580553340911865,0.853959401448568,1,0.0250000953674316,1,33,0,12,1
"CD007424",4,"Sorensen 1996",0.111111111111111,0.00280888875325521,0.482496897379557,1,0.158113956451416,1,1,0,8,2
"CD007424",4,"Urbach 2000",0.555555555555556,0.353264013926188,0.745201534695096,1,0.292401790618896,1,15,0,12,3
"CD007427",6,"Holtby 2004b",0.411764705882353,0.184437190785127,0.670752637526568,0.696969696969697,0.512888980634285,0.844083208026308,7,10,10,23
"CD007427",6,"Kim 2006",0.757575757575758,0.636388677539247,0.854631366151752,0.708955223880597,0.624263695816496,0.784160905809545,50,39,16,95
"CD007431",12,"Albeck 1996",0.836065573770492,0.719114577183958,0.918482733554527,0.210526315789474,0.0605247899105674,0.455653115322715,51,15,10,4
